	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	EhMyb10_1	EhMyb10_2	EhMyb10_3	pEhEx_1	pEhEx_2	pEhEx_3	EhMyb10_1.1	EhMyb10_2.1	EhMyb10_3.1	pEhEx_1.1	pEhEx_2.1	pEhEx_3.1	Certeza	DE
EHI_053850A	30.65813265	1.843267029	0.81268165	2.268129259	0.023321329	0.389698346	25	65	18	44	19	5	22.41283753	58.49411485	56.44543038	26.01009453	17.84129853	2.745020084	61.03	DOWN_pEhEx_UP_EhMyb10
EHI_066770A	506.9568149	-1.594864783	0.704152799	-2.26494134	0.023516279	0.389698346	793	148	15	1430	1086	520	710.9352063	133.1866	47.03785865	845.3280721	1019.771064	285.4820888	61.03	UP_pEhEx_DOWN_EhMyb10
EHI_174180A	506.9568149	-1.594864783	0.704152799	-2.26494134	0.023516279	0.389698346	793	148	15	1430	1086	520	710.9352063	133.1866	47.03785865	845.3280721	1019.771064	285.4820888	61.03	UP_pEhEx_DOWN_EhMyb10
EHI_183200A	23.79742394	-5.521760067	2.448938085	-2.254756909	0.024148591	0.394493684	0	0	26	26	36	22	0	0	81.53228833	15.36960131	33.80456564	12.07808837	60.55	UP_pEhEx_DOWN_EhMyb10
EHI_165180A	16.35782101	1.901833406	0.843858177	2.253735827	0.024212792	NA	9	20	15	8	0	37	8.068621509	17.99818919	47.03785865	4.729108096	0	20.31314862	NA	DOWN_pEhEx_UP_EhMyb10
EHI_049990A	90.23721317	-8.653125716	3.844920986	-2.250534081	0.024415063	0.394493684	0	0	138	79	66	0	0	0	432.7482996	46.69994244	61.97503701	0	60.55	UP_pEhEx_DOWN_EhMyb10
EHI_152380A	17.61084443	-1.976508518	0.880572616	-2.244571863	0.024795631	NA	15	7	0	23	32	77	13.44770252	6.299366215	0	13.59618577	30.04850279	42.2733093	NA	UP_pEhEx_DOWN_EhMyb10
EHI_032670A	18.09222485	-2.138288868	0.953233023	-2.243196382	0.024884153	NA	6	1	7	25	47	39	5.379081006	0.899909459	21.9510007	14.7784628	44.13373848	21.41115666	NA	UP_pEhEx_DOWN_EhMyb10
EHI_119510A	51.14668991	2.119729381	0.946880632	2.238644777	0.025179038	0.401404896	4	11	87	10	1	25	3.586054004	9.899004052	272.8195802	5.91138512	0.939015712	13.72510042	59.86	DOWN_pEhEx_UP_EhMyb10
EHI_065470A	24.82381895	2.311171801	1.032739627	2.237903669	0.025227338	0.401404896	0	12	38	2	2	29	0	10.79891351	119.1625752	1.182277024	1.878031425	15.92111649	59.86	DOWN_pEhEx_UP_EhMyb10
EHI_137740A	13.83974497	1.794780064	0.802429077	2.236683732	0.025307018	NA	4	14	15	5	1	29	3.586054004	12.59873243	47.03785865	2.95569256	0.939015712	15.92111649	NA	DOWN_pEhEx_UP_EhMyb10
EHI_067090A	1634.193995	1.621109077	0.725473798	2.234552209	0.025446761	0.403112571	21	41	2865	23	24	1328	18.82678352	36.89628783	8984.231002	13.59618577	22.53637709	729.0773344	59.69	DOWN_pEhEx_UP_EhMyb10
EHI_153250A	21.58237709	-2.021096643	0.906605155	-2.229301953	0.025793821	0.406818331	27	5	0	42	54	46	24.20586453	4.499547296	0	24.8278175	50.70684846	25.25418478	59.32	UP_pEhEx_DOWN_EhMyb10
EHI_159450A	25.35288875	2.192334758	0.986021009	2.223415869	0.026187771	0.407718161	11	20	17	3	0	126	9.861648511	17.99818919	53.30957314	1.773415536	0	69.17450613	59.23	DOWN_pEhEx_UP_EhMyb10
EHI_127360A	16.73128143	-1.729406913	0.781095289	-2.214079302	0.026823324	NA	11	13	0	33	24	67	9.861648511	11.69882297	0	19.50757089	22.53637709	36.78326913	NA	UP_pEhEx_DOWN_EhMyb10
EHI_056680A	42.75321601	-1.713623671	0.776562875	-2.206677303	0.027336612	0.417531006	61	16	0	182	71	24	54.68732356	14.39855135	0	107.5872092	66.67011557	13.17609641	58.25	UP_pEhEx_DOWN_EhMyb10
EHI_151540A	22.25245811	-1.546799343	0.703088331	-2.200007133	0.027806389	0.420133507	28	13	0	55	52	28	25.10237803	11.69882297	0	32.51261816	48.82881704	15.37211247	57.99	UP_pEhEx_DOWN_EhMyb10
EHI_156380A	14.26661601	-2.010710442	0.916231134	-2.194544988	0.028196253	NA	2	2	8	25	25	34	1.793027002	1.799818919	25.08685795	14.7784628	23.47539281	18.66613657	NA	UP_pEhEx_DOWN_EhMyb10
EHI_159780A	19.96363163	1.881957959	0.859247911	2.19023862	0.028506936	0.42443664	16	22	20	16	12	4	14.34421602	19.7980081	62.71714487	9.458216191	11.26818855	2.196016068	57.56	DOWN_pEhEx_UP_EhMyb10
EHI_194530A	12.40655124	1.666966482	0.770864193	2.16246454	0.030582387	NA	9	15	12	12	4	8	8.068621509	13.49864189	37.63028692	7.093662143	3.756062849	4.392032135	NA	DOWN_pEhEx_UP_EhMyb10
EHI_068620A	22.46354674	2.355393306	1.092299524	2.156362109	0.031055401	0.443155642	4	13	21	0	1	96	3.586054004	11.69882297	65.85300211	0	0.939015712	52.70438562	55.68	DOWN_pEhEx_UP_EhMyb10
EHI_164840A	18.22883145	-1.660156653	0.775066097	-2.141954937	0.032197108	NA	6	1	9	19	21	80	5.379081006	0.899909459	28.22271519	11.23163173	19.71932996	43.92032135	NA	UP_pEhEx_DOWN_EhMyb10
EHI_159820A	65.31018397	-1.805369607	0.84328907	-2.140866842	0.032284778	0.453500238	78	47	0	144	106	173	69.92805308	42.29574459	0	85.12394572	99.5356655	94.97769492	54.65	UP_pEhEx_DOWN_EhMyb10
EHI_194430A	104.8529774	-1.740837384	0.81720513	-2.130233058	0.033152377	0.457442138	14	10	92	92	117	282	12.55118901	8.999094593	288.4988664	54.3847431	109.8648383	154.8191328	54.26	UP_pEhEx_DOWN_EhMyb10
EHI_041580A	30.91966709	1.516378105	0.713509516	2.125238796	0.033566692	0.457442138	32	92	6	30	37	5	28.68843203	82.79167025	18.81514346	17.73415536	34.74358135	2.745020084	54.26	DOWN_pEhEx_UP_EhMyb10
EHI_113950A	503.7196485	1.895325603	0.898178835	2.110187336	0.034842223	0.457442138	516	1387	110	258	850	29	462.6009665	1248.17442	344.9442968	152.5137361	798.1633554	15.92111649	54.26	DOWN_pEhEx_UP_EhMyb10
EHI_028990A	271.0449519	-1.519261715	0.720273254	-2.109285199	0.034919972	0.457442138	141	53	100	450	641	493	126.4084036	47.69520134	313.5857243	266.0123304	601.9090716	270.6589803	54.26	UP_pEhEx_DOWN_EhMyb10
EHI_148400A	13.67255883	-2.020780545	0.958548233	-2.108167827	0.035016475	NA	17	2	0	38	26	33	15.24072952	1.799818919	0	22.46326345	24.41440852	18.11713256	NA	UP_pEhEx_DOWN_EhMyb10
EHI_135590A	15.99394087	-1.599084917	0.759139038	-2.106445376	0.035165683	NA	15	11	0	31	28	51	13.44770252	9.899004052	0	18.32529387	26.29243994	27.99920486	NA	UP_pEhEx_DOWN_EhMyb10
EHI_030800A	416086.0261	1.654186399	0.785602844	2.105626796	0.035236783	0.457442138	37371	60764	714483	39539	39924	194810	33503.60605	54682.09838	2240516.691	23373.02562	37489.2633	106951.4725	54.26	DOWN_pEhEx_UP_EhMyb10
EHI_180390A	49.71036748	-2.40507862	1.150124837	-2.091145712	0.036515004	0.460729666	17	12	2	19	266	9	15.24072952	10.79891351	6.271714487	11.23163173	249.7781795	4.941036152	53.93	UP_pEhEx_DOWN_EhMyb10
EHI_158070A	1171.137274	1.675348269	0.802577892	2.087458781	0.036846683	0.460762361	18	42	2098	27	23	649	16.13724302	37.79619729	6579.028496	15.96073982	21.59736138	356.303607	53.92	DOWN_pEhEx_UP_EhMyb10
EHI_176850A	29.95750444	1.676375189	0.808801828	2.072664936	0.038203473	0.464213221	14	56	24	21	24	12	12.55118901	50.39492972	75.26057384	12.41390875	22.53637709	6.588048203	53.58	DOWN_pEhEx_UP_EhMyb10
EHI_153110A	30.93913489	1.576552824	0.761138311	2.07130925	0.038329905	0.464213221	4	15	35	5	1	100	3.586054004	13.49864189	109.7550035	2.95569256	0.939015712	54.90040169	53.58	DOWN_pEhEx_UP_EhMyb10
EHI_035470A	8.726402347	1.70086173	0.821989265	2.069201878	0.038527147	NA	9	17	5	7	1	15	8.068621509	15.29846081	15.67928622	4.137969584	0.939015712	8.235060253	NA	DOWN_pEhEx_UP_EhMyb10
EHI_050985A	11.10287019	1.674056793	0.81077474	2.064761901	0.038945534	NA	4	13	12	7	2	14	3.586054004	11.69882297	37.63028692	4.137969584	1.878031425	7.686056236	NA	DOWN_pEhEx_UP_EhMyb10
EHI_109930A	30.60566182	2.307094902	1.124026803	2.052526591	0.040118514	0.464213221	14	31	15	0	3	170	12.55118901	27.89719324	47.03785865	0	2.817047137	93.33068287	53.58	DOWN_pEhEx_UP_EhMyb10
EHI_079900A	11.60578257	1.771973382	0.864623591	2.049415955	0.040421458	NA	5	12	12	6	0	24	4.482567505	10.79891351	37.63028692	3.546831072	0	13.17609641	NA	DOWN_pEhEx_UP_EhMyb10
EHI_188810A	18.85846255	-1.504606212	0.735511897	-2.045658566	0.040789975	NA	17	16	0	42	28	59	15.24072952	14.39855135	0	24.8278175	26.29243994	32.391237	NA	UP_pEhEx_DOWN_EhMyb10
EHI_193430A	22.5500748	1.525859054	0.748298782	2.039104018	0.041439647	0.464213221	3	9	27	2	2	67	2.689540503	8.099185133	84.66814557	1.182277024	1.878031425	36.78326913	53.58	DOWN_pEhEx_UP_EhMyb10
EHI_117850A	3233.82943	-1.509131117	0.740314018	-2.03850134	0.041499821	0.464213221	2699	443	696	7024	7714	5476	2419.689939	398.6598905	2182.556641	4152.156908	7243.567204	3006.345996	53.58	UP_pEhEx_DOWN_EhMyb10
EHI_175080A	10.0581166	1.9532506	0.961931601	2.030550404	0.042300623	NA	3	9	10	2	0	31	2.689540503	8.099185133	31.35857243	1.182277024	0	17.01912452	NA	DOWN_pEhEx_UP_EhMyb10
EHI_153780A	11.94838388	1.526183398	0.755872733	2.01910101	0.043476722	NA	21	33	1	18	10	0	18.82678352	29.69701216	3.135857243	10.64049322	9.390157123	0	NA	DOWN_pEhEx_UP_EhMyb10
EHI_126270A	23.18631091	1.681675015	0.833773657	2.016944289	0.043701328	0.464213221	17	56	11	40	14	4	15.24072952	50.39492972	34.49442968	23.64554048	13.14621997	2.196016068	53.58	DOWN_pEhEx_UP_EhMyb10
EHI_152620A	122.6866409	1.769570424	0.878663408	2.013934354	0.044016426	0.464213221	2	15	208	10	3	109	1.793027002	13.49864189	652.2583066	5.91138512	2.817047137	59.84143784	53.58	DOWN_pEhEx_UP_EhMyb10
EHI_166800A	58.26824652	1.626612526	0.813898054	1.998545786	0.045657521	0.464213221	26	116	28	19	11	205	23.30935103	104.3894973	87.80400281	11.23163173	10.32917284	112.5458235	53.58	DOWN_pEhEx_UP_EhMyb10
EHI_048580A	74.74452021	1.556328983	0.778901992	1.998106308	0.045705136	0.464213221	55	183	29	103	81	12	49.30824256	164.683431	90.93986006	60.88726673	76.06027269	6.588048203	53.58	DOWN_pEhEx_UP_EhMyb10
EHI_154330A	72.89720985	1.548755415	0.777321396	1.992426071	0.046324329	0.464213221	86	208	9	53	118	5	77.10016109	187.1811675	28.22271519	31.33034113	110.803854	2.745020084	53.58	DOWN_pEhEx_UP_EhMyb10
EHI_084660A	61.24803188	1.508241878	0.757514624	1.991039949	0.046476495	0.464213221	55	155	17	96	69	7	49.30824256	139.4859662	53.30957314	56.74929715	64.79208415	3.843028118	53.58	DOWN_pEhEx_UP_EhMyb10
EHI_014010A	40.23137674	1.565229809	0.789983739	1.981344339	0.047552671	0.464213221	38	96	13	62	44	4	34.06751304	86.39130809	40.76614416	36.65058774	41.31669134	2.196016068	53.58	DOWN_pEhEx_UP_EhMyb10
EHI_138050A	21.01200267	1.678431422	0.84726462	1.981000247	0.047591246	0.464213221	6	33	21	20	6	14	5.379081006	29.69701216	65.85300211	11.82277024	5.634094274	7.686056236	53.58	DOWN_pEhEx_UP_EhMyb10
EHI_136420A	5.711679974	-2.125524431	1.073825735	-1.979394199	0.047771641	NA	4	0	1	14	10	18	3.586054004	0	3.135857243	8.275939167	9.390157123	9.882072304	NA	UP_pEhEx_DOWN_EhMyb10
EHI_027030A	34.643127	1.614990208	0.819415326	1.970905544	0.048734681	0.464213221	5	15	52	13	4	28	4.482567505	13.49864189	163.0645767	7.684800655	3.756062849	15.37211247	53.58	DOWN_pEhEx_UP_EhMyb10
EHI_170300A	27.96988326	-1.519952416	0.772671485	-1.967139263	0.049167158	0.464213221	30	4	4	70	59	51	26.89540503	3.599637837	12.54342897	41.37969584	55.40192702	27.99920486	53.58	UP_pEhEx_DOWN_EhMyb10
EHI_020110A	7.204849531	-1.723898223	0.877636235	-1.964251423	0.049500942	NA	6	4	0	15	13	24	5.379081006	3.599637837	0	8.867077679	12.20720426	13.17609641	NA	UP_pEhEx_DOWN_EhMyb10
EHI_083260A	74.10364373	-1.616797736	0.825953652	-1.957492084	0.050289642	0.464213221	122	44	0	185	137	105	109.3746471	39.59601621	0	109.3606247	128.6451526	57.64542177	53.58	UP_pEhEx_DOWN_EhMyb10
EHI_133540A	64.37550422	1.717779498	0.87878706	1.954716421	0.050616551	0.464213221	40	137	38	51	77	10	35.86054004	123.2875959	119.1625752	30.14806411	72.30420985	5.490040169	53.58	DOWN_pEhEx_UP_EhMyb10
EHI_123710A	164.0783731	1.514920102	0.779297358	1.943956421	0.051900707	0.468432629	10	13	279	18	5	134	8.96513501	11.69882297	874.9041709	10.64049322	4.695078561	73.56653826	53.16	DOWN_pEhEx_UP_EhMyb10
EHI_122900A	317.5258561	1.690754799	0.872925384	1.93688353	0.052759582	0.468731399	325	788	67	308	537	15	291.3668878	709.1286539	210.1024353	182.0706617	504.2514375	8.235060253	53.13	DOWN_pEhEx_UP_EhMyb10
EHI_050000A	40.67839475	-1.606501052	0.831110951	-1.932956183	0.053241596	0.469071438	4	14	24	54	73	95	3.586054004	12.59873243	75.26057384	31.92147965	68.548147	52.1553816	53.09	UP_pEhEx_DOWN_EhMyb10
EHI_111800A	11.54911396	-1.515733788	0.788640217	-1.921958524	0.054610977	NA	12	7	0	27	17	37	10.75816201	6.299366215	0	15.96073982	15.96326711	20.31314862	NA	UP_pEhEx_DOWN_EhMyb10
EHI_022900A	454.8928958	2.062433276	1.080730333	1.908369935	0.05634342	0.471768877	13	72	545	0	13	1697	11.65467551	64.79348107	1709.042198	0	12.20720426	931.6598167	52.82	DOWN_pEhEx_UP_EhMyb10
EHI_077490A	31.40269862	1.872627983	0.992389997	1.886987967	0.059161944	0.478081687	4	22	37	0	6	79	3.586054004	19.7980081	116.026718	0	5.634094274	43.37131733	52.19	DOWN_pEhEx_UP_EhMyb10
EHI_087560A	41.97657964	2.523544874	1.338866899	1.884836257	0.059451948	0.479347995	0	19	47	2	0	157	0	17.09827973	147.3852904	1.182277024	0	86.19363065	52.07	DOWN_pEhEx_UP_EhMyb10
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
